date, pm25, pm10, o3, no2, so2, co
2017/3/10, 47, 11, 36, 12, 2, 
2017/3/11, 38, 12, 41, 10, 2, 
2017/3/12, 41, 18, 23, 26, 3, 
2017/3/13, 63, 12, 26, 19, 2, 
2017/3/14, 46, 9, 32, 15, , 
2017/3/15, 32, 14, 30, 27, 5, 
2017/3/16, 52, 10, 35, 16, 2, 
2017/3/17, 35, 16, 37, 17, 3, 
2017/3/18, 56, 39, 62, 12, 4, 
2017/3/19, 104, 34, 48, 12, 4, 
2017/3/20, 91, 16, 37, 20, 3, 
2017/3/21, 45, 13, 39, 8, 1, 
2017/3/22, 45, 19, 30, 24, 4, 
2017/3/23, 60, 13, 34, 11, 1, 
2017/3/24, 43, 13, 35, 12, 2, 
2017/3/25, 45, 12, 27, 13, 1, 
2017/3/26, 54, 6, 30, 14, 1, 
2017/3/27, 21, 14, 32, 23, 4, 
2017/3/28, 46, 22, 34, 23, 7, 
2017/3/29, 72, 35, 35, 44, 9, 
2017/3/30, 96, 21, 39, 18, 3, 
2017/3/31, 64, 11, 34, 11, 1, 
2016/10/1, 39, 22, 53, 14, 7, 
2016/10/2, 57, 23, 12, 22, 9, 
2016/10/3, 51, 16, 15, 30, 8, 
2016/10/4, 38, 20, 24, 19, 3, 
2016/10/5, 46, 14, 28, 13, 1, 
2016/10/6, 29, 14, 29, 15, 5, 
2016/10/7, 39, 23, 15, 25, 4, 
2016/10/8, 48, 11, 26, 7, 1, 
2016/10/9, 22, 8, 26, 7, , 
2016/10/10, 20, 9, 21, 13, , 
2016/10/11, 24, 15, 22, 23, 6, 
2016/10/12, 46, 12, 22, 15, 2, 
2016/10/13, 35, 13, 22, 23, 2, 
2016/10/14, 43, 18, 35, 24, 2, 
2016/10/15, 55, 21, 34, 20, 5, 
2016/10/16, 58, 25, 8, 34, 3, 
2016/10/17, 57, 18, 15, 26, 2, 
2016/10/18, 44, 16, 23, 19, 2, 
2016/10/19, 40, 23, 33, 23, 3, 
2016/10/20, 58, 18, 32, 18, 6, 
2016/10/21, 53, 23, 14, 24, 2, 
2016/10/22, 57, 19, 32, 8, 1, 
2016/10/23, 50, 10, 24, 17, 7, 
2016/10/24, 32, 19, 9, 32, 5, 
2016/10/25, 53, 33, 9, 42, 8, 
2016/10/26, 73, 17, 27, 16, 3, 
2016/10/27, 47, 21, 9, 28, 2, 
2016/10/28, 57, 11, 22, 17, 2, 
2016/10/29, 31, 14, 25, 8, , 
2016/10/30, 45, 24, 9, 31, 4, 
2016/10/31, 67, 21, 9, 29, 2, 
2016/11/1, 55, 8, 17, 18, , 
2016/11/2, 27, 11, 26, 13, 3, 
2016/11/3, 37, 11, 24, 20, 4, 
2016/11/4, 43, 22, 23, 29, 4, 
2016/11/5, 63, 20, 33, 11, 1, 
2016/11/6, 61, 14, 24, 11, 1, 
2016/11/7, 46, 30, 7, 35, 3, 
2016/11/8, 77, 8, 26, 10, 1, 
2016/11/9, 24, 8, 26, 18, 1, 
2016/11/10, 30, 13, 14, 20, , 
2016/11/11, 34, 12, 17, 23, 1, 
2016/11/12, 34, 24, 18, 30, 9, 
2016/11/13, 64, 36, 10, 33, 2, 
2016/11/14, 81, 35, 18, 39, 6, 
2016/11/15, 80, 9, 27, 17, 4, 
2016/11/16, 32, 14, 20, 25, 2, 
2016/11/17, 44, 17, 16, 31, 8, 
2016/11/18, 51, 27, 8, 27, 2, 
2016/11/19, 66, 30, 10, 32, 5, 
2016/11/20, 74, 21, 18, 21, 1, 
2016/11/21, 55, 31, 13, 39, 10, 
2016/11/22, 76, 9, 21, 15, 2, 
2016/11/23, 24, 6, 21, 20, 1, 
2016/11/24, 19, 13, 5, 31, 4, 
2016/11/25, 53, 10, 15, 23, 2, 
2016/11/26, 40, 14, 15, 18, 1, 
2016/11/27, 52, 8, 23, 15, 1, 
2016/11/28, 26, 7, 24, 12, 1, 
2016/11/29, 26, 13, 20, 21, 2, 
2016/11/30, 43, 24, 12, 31, 5, 
2016/12/1, 71, 12, 23, 22, 2, 
2016/12/2, 41, 14, 18, 29, 3, 
2016/12/3, 48, 28, 16, 30, 4, 
2016/12/4, 79, 26, 15, 34, 7, 
2016/12/5, 70, 13, 23, 21, 3, 
2016/12/6, 41, 10, 19, 25, 2, 
2016/12/7, 35, 14, 18, 28, 4, 
2016/12/8, 46, 18, 30, 29, 5, 
2016/12/9, 57, 7, 24, 10, 2, 
2016/12/10, 19, 5, 26, 6, 1, 
2016/12/11, 15, 14, 20, 26, 8, 
2016/12/12, 45, 33, 2, 41, 11, 
2016/12/13, 92, 9, 17, 21, 3, 
2016/12/14, 26, 6, 21, 16, 3, 
2016/12/15, 18, 7, 20, 21, 3, 
2016/12/16, 25, 9, 15, 30, 5, 
2016/12/17, 30, 18, 12, 34, 7, 
2016/12/18, 58, 22, 5, 46, 5, 
2016/12/19, 67, 35, 2, 48, 11, 
2016/12/20, 92, 38, 3, 55, 13, 
2016/12/21, 99, 34, 21, 37, 6, 
2016/12/22, 77, 13, 24, 13, 1, 
2016/12/23, 26, 4, 25, 10, 2, 
2016/12/24, 11, 13, 20, 20, 2, 
2016/12/25, 34, 22, 3, 38, 7, 
2016/12/26, 66, 15, 22, 22, 4, 
2016/12/27, 36, 5, 26, 9, 1, 
2016/12/28, 13, 15, 14, 28, 4, 
2016/12/29, 43, 5, 28, 6, 2, 
2016/12/30, 14, 10, 22, 16, 4, 
2016/12/31, 34, , , , , 
2016/7/1, 89, 44, 30, 22, 13, 
2016/7/2, 81, 31, 18, 14, 8, 
2016/7/3, 57, 29, 38, 20, 6, 
2016/7/4, 56, 14, 22, 10, 2, 
2016/7/5, 29, 22, 15, 22, 10, 
2016/7/6, 41, 34, 44, 28, 8, 
2016/7/7, 63, 27, 29, 25, 8, 
2016/7/8, 50, 22, 16, 18, 4, 
2016/7/9, 38, 18, 29, 19, 6, 
2016/7/10, 41, 30, 48, 31, 9, 
2016/7/11, 63, 29, 41, 21, 6, 
2016/7/12, 62, 45, 17, 37, 13, 
2016/7/13, 77, 48, 62, 28, 7, 
2016/7/14, 84, 15, 26, 18, , 
2016/7/15, 28, 20, 25, 16, 7, 
2016/7/16, 43, 36, 21, 22, 7, 
2016/7/17, 60, 33, 40, 14, 4, 
2016/7/18, 62, 20, 42, 19, 4, 
2016/7/19, 49, 17, 34, 18, 4, 
2016/7/20, 37, 10, 15, 15, 2, 
2016/7/21, 19, 10, 12, 15, 2, 
2016/7/22, 19, 10, 21, 9, , 
2016/7/23, 26, 10, 24, 7, 2, 
2016/7/24, 26, 16, 30, 15, 6, 
2016/7/25, 37, 18, 11, 21, 10, 
2016/7/26, 37, 16, 16, 22, 8, 
2016/7/27, 36, 14, 12, 21, 10, 
2016/7/28, 34, 15, 13, 19, 13, 
2016/7/29, 34, 13, 29, 14, 6, 
2016/7/30, 33, 11, 13, 4, 2, 
2016/7/31, 21, 12, 8, 11, 5, 
2016/8/1, 23, 13, 7, 17, 4, 
2016/8/2, 23, 12, 10, 18, 4, 
2016/8/3, 28, 15, 19, 16, 5, 
2016/8/4, 32, 20, 21, 21, 8, 
2016/8/5, 44, 19, 19, 16, 6, 
2016/8/6, 41, 14, 18, 5, 3, 
2016/8/7, 29, 12, 16, 8, 2, 
2016/8/8, 26, 17, 42, 14, 2, 
2016/8/9, 45, 25, 38, 17, 2, 
2016/8/10, 55, 17, 36, 10, 2, 
2016/8/11, 43, 19, 39, 11, 4, 
2016/8/12, 43, 17, 56, 9, 4, 
2016/8/13, 40, 13, 43, 6, 3, 
2016/8/14, 35, 17, 25, 14, 6, 
2016/8/15, 41, 15, 14, 8, 2, 
2016/8/16, 24, 28, 29, 14, 4, 
2016/8/17, 50, 36, 10, 20, 4, 
2016/8/18, 54, 16, 10, 7, 2, 
2016/8/19, 24, 13, 7, 8, 2, 
2016/8/20, 16, 16, 9, 8, 4, 
2016/8/21, 26, 25, 17, 9, 1, 
2016/8/22, 24, 27, 12, 25, 8, 
2016/8/23, 40, 14, 16, 19, 6, 
2016/8/24, 28, 16, 13, 18, 8, 
2016/8/25, 30, 20, 12, 17, 11, 
2016/8/26, 36, 17, 22, 10, 5, 
2016/8/27, 28, 11, 20, 6, , 
2016/8/28, 23, 10, 12, 8, 1, 
2016/8/29, 15, 15, 27, 11, 3, 
2016/8/30, 20, 23, 38, 14, 5, 
2016/8/31, 49, 26, 25, 25, 7, 
2016/9/1, 52, 34, 47, 19, 3, 
2016/9/2, 62, 22, 22, 9, 2, 
2016/9/3, 40, 20, 27, 10, 5, 
2016/9/4, 37, 21, 14, 17, 7, 
2016/9/5, 36, 16, 14, 15, 7, 
2016/9/6, 39, 16, 19, 17, 5, 
2016/9/7, 32, 19, 10, 13, 5, 
2016/9/8, 33, 14, 42, 20, 4, 
2016/9/9, 29, 17, 43, 14, 3, 
2016/9/10, 39, 12, 37, 10, 2, 
2016/9/11, 27, 14, 27, 14, 2, 
2016/9/12, 34, 12, 14, 20, 2, 
2016/9/13, 20, 14, 11, 28, 7, 
2016/9/14, 31, 18, 21, 25, 3, 
2016/9/15, 43, 15, 14, 24, 2, 
2016/9/16, 31, 26, 30, 31, 8, 
2016/9/17, 55, 18, 10, 12, 4, 
2016/9/18, 38, 9, 20, 9, 1, 
2016/9/19, 19, 5, 21, 15, , 
2016/9/20, 9, 9, 22, 15, 2, 
2016/9/21, 19, 8, 15, 13, 2, 
2016/9/22, 15, 18, 4, 31, 2, 
2016/9/23, 42, 26, 3, 29, 7, 
2016/9/24, 55, 21, 45, 19, 6, 
2016/9/25, 53, 30, 32, 28, 4, 
2016/9/26, 66, 31, 16, 22, 6, 
2016/9/27, 60, 22, 14, 17, 3, 
2016/9/28, 42, 27, 17, 22, 3, 
2016/9/29, 51, 12, 26, 17, 7, 
2016/9/30, 32, 17, 19, 17, 3, 
2016/4/1, 64, 19, 32, 16, 2, 
2016/4/2, 53, 29, 26, 22, 6, 
2016/4/3, 69, 18, 27, 22, 4, 
2016/4/4, 38, 12, 26, 21, 4, 
2016/4/5, 31, 27, 24, 38, 9, 
2016/4/6, 74, 27, 8, 41, 6, 
2016/4/7, 63, 14, 29, 28, 6, 
2016/4/8, 38, 26, 41, 25, 6, 
2016/4/9, 62, 29, 51, 21, 6, 
2016/4/10, 69, 23, 34, 11, 2, 
2016/4/11, 50, 19, 36, 14, 4, 
2016/4/12, 58, 25, 34, 28, 6, 
2016/4/13, 60, 13, 20, 25, 3, 
2016/4/14, 34, 15, 36, 15, 8, 
2016/4/15, 40, 15, 40, 19, 5, 
2016/4/16, 48, 27, 42, 7, 2, 
2016/4/17, 53, 33, 39, 23, 6, 
2016/4/18, 64, 22, 41, 17, 4, 
2016/4/19, 56, 17, 41, 15, 4, 
2016/4/20, 47, 21, 39, 16, 4, 
2016/4/21, 50, 19, 36, 19, 3, 
2016/4/22, 50, 19, 36, 19, 6, 
2016/4/23, 52, 30, 44, 8, 2, 
2016/4/24, 60, 28, 40, 19, 7, 
2016/4/25, 58, 25, 33, 28, 8, 
2016/4/26, 55, 28, 32, 26, 6, 
2016/4/27, 58, 14, 26, 21, 2, 
2016/4/28, 30, 8, 40, 7, 1, 
2016/4/29, 22, 17, 44, 12, 4, 
2016/4/30, 53, 30, 57, 23, 5, 
2016/5/1, 72, 29, 43, 15, 3, 
2016/5/2, 68, 32, 39, 14, 4, 
2016/5/3, 67, 26, 50, 7, 3, 
2016/5/4, 50, 24, 55, 11, 8, 
2016/5/5, 61, 19, 39, 20, 4, 
2016/5/6, 46, 17, 48, 17, 5, 
2016/5/7, 42, 41, 47, 9, 4, 
2016/5/8, 75, 39, 29, 24, 6, 
2016/5/9, 63, 12, 25, 24, 5, 
2016/5/10, 30, 15, 26, 15, 2, 
2016/5/11, 33, 10, 42, 17, 4, 
2016/5/12, 29, 17, 35, 27, 8, 
2016/5/13, 45, 21, 44, 18, 4, 
2016/5/14, 55, 17, 48, 5, 2, 
2016/5/15, 48, 24, 38, 16, 7, 
2016/5/16, 59, 15, 26, 20, 4, 
2016/5/17, 30, 15, 40, 20, 6, 
2016/5/18, 45, 17, 41, 18, 2, 
2016/5/19, 53, 11, 32, 11, , 
2016/5/20, 32, 10, 35, 13, 2, 
2016/5/21, 27, 14, 46, 9, 8, 
2016/5/22, 41, 34, 42, 41, 8, 
2016/5/23, 86, 40, 47, 38, 14, 
2016/5/24, 94, 38, 39, 23, 9, 
2016/5/25, 79, 30, 27, 19, 7, 
2016/5/26, 63, 14, 38, 17, 3, 
2016/5/27, 34, 38, 38, 36, 9, 
2016/5/28, 88, 38, 60, 18, 7, 
2016/5/29, 85, 13, 29, 18, 4, 
2016/5/30, 32, 14, 34, 21, 6, 
2016/5/31, 39, 18, 40, 19, 4, 
2016/6/1, 49, 8, 36, 8, , 
2016/6/2, 26, 12, 35, 16, 5, 
2016/6/3, 36, 16, 40, 10, 2, 
2016/6/4, 44, 13, 44, 18, 13, 
2016/6/5, 34, 23, 37, 20, 4, 
2016/6/6, 53, 21, 15, 33, 9, 
2016/6/7, 59, 21, 31, 30, 10, 
2016/6/8, 54, 14, 16, 26, 10, 
2016/6/9, 32, 16, 39, 20, 4, 
2016/6/10, 41, 18, 41, 20, 9, 
2016/6/11, 45, 16, 36, 13, 5, 
2016/6/12, 40, 8, 25, 13, 2, 
2016/6/13, 15, 9, 35, 16, 5, 
2016/6/14, 24, 16, 24, 20, 4, 
2016/6/15, 35, 14, 21, 20, 5, 
2016/6/16, 29, 18, 26, 33, 12, 
2016/6/17, 39, 24, 64, 25, 6, 
2016/6/18, 60, 29, 46, 13, 6, 
2016/6/19, 67, 27, 28, 26, 7, 
2016/6/20, 57, 26, 31, 34, 6, 
2016/6/21, 61, 29, 24, 28, 9, 
2016/6/22, 75, 24, 27, 23, 5, 
2016/6/23, 45, 16, 28, 20, 5, 
2016/6/24, 34, 23, 35, 13, 3, 
2016/6/25, 45, 21, 51, 19, 8, 
2016/6/26, 49, 22, 34, 20, 6, 
2016/6/27, 52, 18, 28, 25, 6, 
2016/6/28, 38, 17, 31, 24, 5, 
2016/6/29, 44, 28, 32, 36, 8, 
2016/6/30, 63, 47, 52, 32, 19, 
2016/1/4, 78, 24, 20, 33, 8, 
2016/1/5, 69, 10, 19, 20, 2, 
2016/1/6, 35, 12, 20, 21, 2, 
2016/1/7, 37, 14, 12, 32, 2, 
2016/1/8, 49, 12, 21, 23, 3, 
2016/1/9, 43, 14, 20, 23, 5, 
2016/1/10, 51, 7, 23, 14, 2, 
2016/1/11, 28, 11, 17, 23, , 
2016/1/12, 47, 18, 8, 39, 5, 
2016/1/13, 62, 19, 13, 37, 5, 
2016/1/14, 59, 13, 19, 22, 2, 
2016/1/15, 49, 13, 19, 24, 3, 
2016/1/16, 51, 10, 25, 12, 3, 
2016/1/17, 44, 6, 24, 21, 4, 
2016/1/18, 23, 4, 27, 10, 2, 
2016/1/19, 14, , 22, 13, 2, 
2016/1/20, 14, 5, 20, 18, 1, 
2016/1/21, 14, 5, 25, 14, 2, 
2016/1/22, 14, 10, 22, 19, 2, 
2016/1/23, 38, 13, 31, 9, 1, 
2016/1/24, 39, 7, 23, 18, 2, 
2016/1/25, 24, 12, 18, 31, 5, 
2016/1/26, 46, 17, 19, 37, 6, 
2016/1/27, 58, 20, 20, 40, 7, 
2016/1/28, 63, 17, 20, 27, 2, 
2016/1/29, 51, 8, 21, 17, 2, 
2016/1/30, 32, 15, 18, 24, 8, 
2016/1/31, 56, 18, 12, 29, 3, 
2016/2/1, 62, 8, 25, 16, 2, 
2016/2/2, 26, 8, 26, 20, 3, 
2016/2/3, 31, 15, 18, 32, 5, 
2016/2/4, 56, 19, 20, 35, 5, 
2016/2/5, 70, 17, 26, 22, 2, 
2016/2/8, 44, 19, 30, 26, 5, 
2016/2/9, 63, 8, 29, 10, 2, 
2016/2/10, 30, 11, 30, 13, 3, 
2016/2/11, 41, 25, 9, 41, 7, 
2016/2/12, 75, 28, 23, 29, 5, 
2016/2/13, 74, 23, 28, 9, 3, 
2016/2/14, 44, 6, 17, 16, 1, 
2016/2/15, 17, 7, 23, 15, 3, 
2016/2/16, 26, 9, 25, 19, 4, 
2016/2/17, 30, 12, 18, 26, 6, 
2016/2/18, 44, 24, 14, 40, 7, 
2016/2/19, 69, 27, 8, 37, 4, 
2016/2/20, 73, 9, 34, 11, 1, 
2016/2/21, 30, 9, 26, 20, 3, 
2016/2/22, 31, 21, 23, 29, 3, 
2016/2/23, 63, 14, 25, 21, 2, 
2016/2/24, 49, 10, 22, 22, 4, 
2016/2/25, 36, 14, 22, 29, 5, 
2016/2/26, 50, 21, 37, 19, 4, 
2016/2/27, 67, 24, 39, 16, 3, 
2016/2/28, 69, 16, 28, 24, 4, 
2016/2/29, 49, 7, 31, 9, 2, 
2016/3/1, 20, 11, 30, 25, 8, 
2016/3/2, 42, 22, 19, 44, 5, 
2016/3/3, 70, 31, 35, 26, 3, 
2016/3/4, 82, 24, 28, 20, 3, 
2016/3/5, 67, 29, 28, 16, 5, 
2016/3/6, 70, 34, 13, 39, 3, 
2016/3/7, 60, 40, 21, 39, 9, 
2016/3/8, 86, 18, 25, 17, 2, 
2016/3/9, 43, 13, 22, 19, 2, 
2016/3/10, 44, 16, 25, 19, 2, 
2016/3/11, 51, 14, 29, 14, 2, 
2016/3/12, 47, 12, 30, 9, 2, 
2016/3/13, 42, 12, 25, 21, 2, 
2016/3/14, 42, 11, 30, 13, 3, 
2016/3/15, 32, 17, 16, 36, 8, 
2016/3/16, 53, 27, 18, 45, 7, 
2016/3/17, 77, 26, 33, 34, 6, 
2016/3/18, 67, 21, 30, 27, 2, 
2016/3/19, 43, 29, 45, 8, 3, 
2016/3/20, 68, 14, 32, 10, 3, 
2016/3/21, 40, 12, 28, 20, 4, 
2016/3/22, 41, 20, 28, 26, 3, 
2016/3/23, 59, 12, 28, 16, 1, 
2016/3/24, 46, 7, 28, 16, 2, 
2016/3/25, 26, 9, 27, 16, 3, 
2016/3/26, 33, 10, 34, 11, 2, 
2016/3/27, 36, 13, 24, 23, 4, 
2016/3/28, 42, 16, 34, 22, 5, 
2016/3/29, 53, 26, 46, 25, 7, 
2016/3/30, 71, 24, 36, 26, 6, 
2016/3/31, 66, 26, 38, 25, 5, 
2015/10/1, 46, 20, 26, 18, 3, 
2015/10/2, 37, 21, 29, 31, 6, 
2015/10/3, 50, 23, 45, 14, 3, 
2015/10/4, 52, 11, 26, 14, 1, 
2015/10/5, 29, 12, 25, 16, 2, 
2015/10/6, 34, 9, 25, 13, 2, 
2015/10/7, 26, 12, 34, 10, 2, 
2015/10/8, 32, 23, 37, 19, 5, 
2015/10/9, 62, 37, 20, 39, 8, 
2015/10/10, 80, 14, 35, 11, 3, 
2015/10/11, 33, 28, 33, 19, 5, 
2015/10/12, 71, 19, 21, 29, 5, 
2015/10/13, 51, 11, 23, 26, 7, 
2015/10/14, 34, 18, 29, 22, 3, 
2015/10/15, 48, 20, 12, 24, 1, 
2015/10/16, 48, 20, 20, 19, , 
2015/10/17, 48, 17, 31, 11, 3, 
2015/10/18, 44, 25, 29, 26, 2, 
2015/10/19, 61, 36, 20, 38, 8, 
2015/10/20, 77, 25, 27, 21, 2, 
2015/10/21, 61, 26, 27, 28, 2, 
2015/10/22, 61, 17, 24, 22, 2, 
2015/10/23, 44, 29, 36, 27, 4, 
2015/10/24, 71, 16, 32, 6, 2, 
2015/10/25, 45, 15, 30, 22, 8, 
2015/10/26, 43, 24, 27, 27, 5, 
2015/10/27, 59, 22, 33, 28, 5, 
2015/10/28, 53, 17, 20, 21, 4, 
2015/10/29, 42, 23, 18, 32, 8, 
2015/10/30, 62, 12, 21, 14, 2, 
2015/10/31, 35, 13, 30, 14, 4, 
2015/11/1, 44, 18, 15, 26, 2, 
2015/11/2, 50, 12, 28, 17, , 
2015/11/3, 35, 10, 20, 26, 4, 
2015/11/4, 31, 19, 14, 41, 6, 
2015/11/5, 58, 21, 29, 35, 3, 
2015/11/6, 62, 24, 25, 24, 2, 
2015/11/7, 63, 23, 17, 20, 2, 
2015/11/8, 59, 23, 16, 27, 3, 
2015/11/9, 48, 12, 11, 21, 1, 
2015/11/10, 29, 8, 19, 19, 2, 
2015/11/11, 20, 9, 20, 16, , 
2015/11/12, 25, 11, 19, 21, , 
2015/11/13, 31, 12, 15, 20, , 
2015/11/14, 36, 9, 23, 22, 4, 
2015/11/15, 23, 9, 17, 26, 5, 
2015/11/16, 24, 20, 16, 29, 5, 
2015/11/17, 48, 24, 17, 23, 1, 
2015/11/18, 54, 6, 19, 15, 1, 
2015/11/19, 14, 14, 16, 29, , 
2015/11/20, 37, 15, 19, 21, 2, 
2015/11/21, 41, 18, 22, 11, , 
2015/11/22, 51, 21, 14, 13, , 
2015/11/23, 57, 17, 18, 20, 6, 
2015/11/24, 46, 8, 16, 17, , 
2015/11/25, 21, 7, 16, 21, 5, 
2015/11/26, 20, 9, 25, 19, 3, 
2015/11/27, 26, 16, 10, 40, 13, 
2015/11/28, 48, 9, 22, 17, 2, 
2015/11/29, 30, 15, 11, 29, 6, 
2015/11/30, 49, 15, 16, 29, 2, 
2015/12/1, 48, 16, 13, 27, 2, 
2015/12/2, 52, 33, 3, 39, 5, 
2015/12/3, 76, 11, 23, 17, 5, 
2015/12/4, 36, 14, 14, 32, 7, 
2015/12/5, 42, 9, 25, 16, 2, 
2015/12/6, 29, 12, 16, 22, 1, 
2015/12/7, 39, 11, 16, 24, , 
2015/12/8, 41, 17, 13, 33, 5, 
2015/12/9, 59, 46, 1, 53, 4, 
2015/12/10, 124, 24, 24, 22, 2, 
2015/12/11, 59, 9, 26, 14, , 
2015/12/12, 31, 19, 20, 15, , 
2015/12/13, 56, 20, 18, 19, 2, 
2015/12/14, 54, 22, 12, 33, 3, 
2015/12/15, 60, 36, 12, 38, 3, 
2015/12/16, 89, 5, 17, 17, 4, 
2015/12/17, 16, 9, 19, 19, 2, 
2015/12/18, 29, 7, 22, 16, 3, 
2015/12/19, 22, 11, 22, 21, 8, 
2015/12/20, 39, 36, 3, 43, 4, 
2015/12/21, 100, 9, 23, 15, 2, 
2015/12/22, 34, 22, 16, 21, 2, 
2015/12/23, 71, 20, 13, 25, 2, 
2015/12/24, 58, 12, 24, 18, 2, 
2015/12/25, 39, 7, 22, 16, 5, 
2015/12/26, 25, 6, 25, 6, 2, 
2015/12/27, 21, 7, 23, 21, 3, 
2015/12/28, 27, 8, 23, 19, 2, 
2015/12/29, 29, 7, 23, 14, 2, 
2015/12/30, 30, , , , , 
2016/1/1, 19, 12, 20, 22, 5, 
2016/1/2, 41, 25, 11, 39, 9, 
2016/1/3, 75, 28, 13, 37, 8, 
2015/7/1, 34, 27, 11, 36, 7, 
2015/7/2, 58, 21, 15, 36, 6, 
2015/7/3, 38, 26, 18, 28, 6, 
2015/7/4, 52, 14, 42, 13, 4, 
2015/7/5, 31, 18, 25, 28, 1, 
2015/7/6, 43, 25, 22, 45, 12, 
2015/7/7, 59, 44, 27, 45, 7, 
2015/7/8, 93, 11, 22, 22, 1, 
2015/7/9, 25, 20, 35, 34, 9, 
2015/7/10, 50, 28, 45, 23, 7, 
2015/7/11, 64, 34, 52, 20, 7, 
2015/7/12, 70, 20, 11, 9, 5, 
2015/7/13, 40, 17, 7, 9, 6, 
2015/7/14, 39, 14, 9, 13, 7, 
2015/7/15, 34, 32, 7, 14, 5, 
2015/7/16, 40, 30, 8, 11, 5, 
2015/7/17, 42, 24, 10, 10, 3, 
2015/7/18, 41, 17, 22, 12, 6, 
2015/7/19, 36, 29, 48, 18, 8, 
2015/7/20, 58, 26, 13, 24, 7, 
2015/7/21, 54, 16, 9, 12, 4, 
2015/7/22, 33, 14, 10, 16, 4, 
2015/7/23, 27, 37, 51, 39, 13, 
2015/7/24, 66, 42, 31, 37, 12, 
2015/7/25, 71, 47, 92, 22, 9, 
2015/7/26, 85, 45, 53, 31, 9, 
2015/7/27, 81, 41, 37, 24, 8, 
2015/7/28, 71, 37, 39, 22, 5, 
2015/7/29, 71, 41, 64, 28, 9, 
2015/7/30, 74, 45, 32, 28, 8, 
2015/7/31, 83, 65, 65, 26, 9, 
2015/8/1, 115, 55, 47, 23, 11, 
2015/8/2, 98, 49, 24, 25, 8, 
2015/8/3, 91, 36, 25, 21, 8, 
2015/8/4, 74, 20, 13, 13, 8, 
2015/8/5, 43, 19, 20, 17, 9, 
2015/8/6, 40, 34, 78, 28, 10, 
2015/8/7, 71, 30, 46, 11, 2, 
2015/8/8, 62, 16, 34, 6, 2, 
2015/8/9, 40, 25, 11, 14, 2, 
2015/8/10, 47, 17, 12, 12, 2, 
2015/8/11, 31, 25, 35, 16, 6, 
2015/8/12, 47, 32, 17, 20, 8, 
2015/8/13, 56, 24, 36, 12, 4, 
2015/8/14, 48, 17, 43, 13, 8, 
2015/8/15, 39, 24, 32, 10, 5, 
2015/8/16, 51, 19, 12, 17, 3, 
2015/8/17, 26, 15, 18, 18, 7, 
2015/8/18, 29, 17, 29, 22, 6, 
2015/8/19, 36, 29, 14, 34, 5, 
2015/8/20, 51, 31, 37, 26, 6, 
2015/8/21, 59, 25, 13, 16, 7, 
2015/8/22, 49, 17, 30, 6, 3, 
2015/8/23, 34, 11, 24, 12, , 
2015/8/24, 24, 13, 18, 13, 2, 
2015/8/25, 27, 9, 20, 14, 1, 
2015/8/26, 13, 9, 17, 16, 1, 
2015/8/27, 18, 12, 14, 15, 1, 
2015/8/28, 25, 14, 12, 16, 2, 
2015/8/29, 30, 9, 21, 11, 2, 
2015/8/30, 19, 12, 18, 20, 2, 
2015/8/31, 25, 26, 10, 32, 7, 
2015/9/1, 51, 21, 19, 16, 6, 
2015/9/2, 36, 21, 32, 26, 8, 
2015/9/3, 45, 21, 26, 29, 8, 
2015/9/4, 41, 23, 43, 17, 3, 
2015/9/5, 50, 31, 35, 16, 4, 
2015/9/6, 58, 16, 22, 28, 6, 
2015/9/7, 26, 7, 20, 21, 2, 
2015/9/8, 11, 15, 14, 20, 4, 
2015/9/9, 18, 12, 7, 31, 3, 
2015/9/10, 16, 12, 22, 22, 5, 
2015/9/11, 22, 20, 36, 26, 8, 
2015/9/12, 40, 21, 37, 11, 5, 
2015/9/13, 49, 15, 31, 16, 3, 
2015/9/14, 31, 12, 28, 18, 3, 
2015/9/15, 33, 15, 23, 21, 3, 
2015/9/16, 39, 8, 21, 21, 1, 
2015/9/17, 16, 12, 15, 29, 5, 
2015/9/18, 24, 24, 41, 27, 6, 
2015/9/19, 54, 9, 32, 8, 2, 
2015/9/20, 23, 13, 34, 11, 4, 
2015/9/21, 20, 15, 38, 11, 3, 
2015/9/22, 46, 16, 41, 15, 5, 
2015/9/23, 49, 22, 21, 22, 4, 
2015/9/24, 56, 13, 15, 23, 1, 
2015/9/25, 28, 8, 20, 18, 2, 
2015/9/26, 20, 11, 19, 14, 3, 
2015/9/27, 25, 21, 26, 30, 8, 
2015/9/28, 51, 14, 29, 17, 2, 
2015/9/29, 42, 9, 27, 15, 5, 
2015/9/30, 27, 21, 25, 27, 6, 
2015/4/1, 103, 12, 36, 19, 4, 
2015/4/2, 36, 18, 30, 16, 5, 
2015/4/3, 43, 14, 32, 16, 3, 
2015/4/4, 38, 20, 33, 16, 2, 
2015/4/5, 49, 47, 27, 41, 9, 
2015/4/6, 113, 12, 33, 19, 2, 
2015/4/7, 36, 12, 27, 17, , 
2015/4/8, 35, 12, 27, 17, , 
2015/4/9, 44, 21, 17, 27, , 
2015/4/10, 64, 10, 26, 17, , 
2015/4/11, 25, 11, 41, 10, 2, 
2015/4/12, 35, 15, 26, 22, 2, 
2015/4/13, 46, 7, 26, 28, , 
2015/4/14, 24, 13, 42, 17, 3, 
2015/4/15, 37, 27, 36, 46, 11, 
2015/4/16, 71, 31, 48, 22, 5, 
